Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-69526,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Petit fragment de bloc[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire, jaunâtre et tendre (grande cour). Dimensions: 35x25x19.5 cm. H. des lettres: 1.5 cm, interlignes: 0.5 cm. Les lettres sont peintes en rouge. L'inscription est la suivante: &quot;Au mois de Eloul de l'an 385 (septembre 74), bas-relief dressé par Tamai, fils de …h, à Shamash.&quot; Le bloc a été trouvé le 13 septembre 1955, remployé dans le mur tardif M 1.",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,74,74,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 44-45, pl. X, n°32, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69527,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dédicace de colonnes (milieu du IIe siècle)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (cf. IAS-COL-69502, 69546 et 69769). H.: 216 cm. D.: 73.6 cm. Elle porte une cartouche inscrite de 52x28 cm, ornée d'anses de 7x9.6 cm. H. des lettres: 3 cm. Interlignes: 1,6 cm. L'inscription est la suivante: &quot;Ces quatre colonnes, le couronnement (?) et l'entablement de l'enceinte (mur de fond?), leur entablement et leur toiture intérieurs ont été faits par Hairan et Yamla, son frère, les fils de Taima, fils de Yamla, à Baalshamîn et Dourahloun, pour leur salut et le salut de leurs fils.&quot; Elle a été trouvée auprès de la base de la 3e colonne (portique S 2); la colonne a été remontée entretemps.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69528,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc, avec une corniche et un cadre mouluré, constitué de 15 fragments (cf. IAS-COL-69528, 69763 et 69764). Dimension: 54x51.5x82 cm. Le bloc porte deux inscriptions (cf. IAS-COL-69560).
L'inscription grecque, ci-visible, se trouve sur la face antérieure et latérale gauche: H. des lettres sur le listel: 1.5 cm. Interlignes: 0.5 cm. H. des lettres sur le corps de la console: 2 cm. Interlignes: 0.7 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;(En l'honneur de) Soados, fils de Bôliadès, petit-fils de Soados, homme pieux et ami de sa patrie, qui en de nombreuses et grandes occasions assista noblement et généreusement les commerçants, les caravanes et ses concitoyens établis à Vologésiade, qui se montra toujours généreux de sa vie et de sa fortune pour les intérêts de sa patrie, et qui fut honoré pour cette raison par des arrêtés, des décrets et des statues au nom de l'Etat, ainsi que par des lettres et un édit de Publicius Marcellus, le très illustre seigneur consulaire. Etant donné qu'il a sauvé la caravane récemment arrivée de Vologésiade du grand danger qui la menaçait, cette même caravane lui a élevé quatre statues en reconnaissance de sa valeur, de sa noblesse et de sa piété, l'une ici même, dans le sanctuaire de Zeus, une dans le bois sacré, une dans le sanctuaire d'Arès et la quatrième dans le sanctuaire d'Atargatis, par l'entremise des chefs caravaniers Agegos, fils de Iarbôlès, et Thaimarsos, fils de Thaimarsos, l'an 443, au mois de Péritios (février 132).&quot; 
La console a été trouvée le 10 octobre 1954, remployée dans la maçonnerie du puisard tardif au nord de l'angle ouest de la grande cour.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,132,132,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 56-59, pl. XIII, n°45 A, début, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69529,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (cf. IAS-COL-69549). Un rectangle, portant l'inscription, est plus finement piqueté. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Yarhai, fils de Lishamsh, fils de Raai.&quot;",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,Inv. Fouille 132; Inscr. 5B,Photographie,"Paul Collart, UNIL-ASA",1954-1956,34.553264,38.269978,,Site
IAS-COL-69530,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc d'architrave[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc avec une corniche moulurée (cf. IAS-COL-69510, 69771 et 69772). Dimensions: 269x54x71.5 cm. H. des lettres: 2.6 cm. Interlignes: 1.8 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son entablement et sa toiture ont été offerts par Yarhai, fils de Lishamsh, fils de Raai, des Benê Maziyân, à Baalshamîn, dieu bon et rémunérateur, pour son salut et le salut de ses enfants et de son (ou ses) frère(s), au mois de Eloul de l'an 378 (septembre 67 ap. J.-C.).&quot; L'architrave a été trouvée au 4e entrecolonnement à partir de la colonne d'angle C 3/C 4, le 25 septembre 1954.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,67,67,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 15-16, pl. I, n°1 B, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69531,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (portique C 3). H.: 37.7 cm. D.: 70.5 cm. L'inscription est dans un rectangle piqueté plus finement, de dimensions 26x13.5 cm. H. des lettres: 2.5 cm, interlignes: 1.2 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Yarhai, fils de Lishamsh, fils de Raai.&quot; Le tambour a été trouvé le 3 octobre 1954 dans un mur tardif du portique C 3, derrière la 12e colonne à partir de l'angle sud.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 16, pl. I, n°2 A, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69532,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc d'architrave[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, avec une corniche moulurée (portique de Malkou). Dimensions: 226x47x68 cm. H. des lettres: 3.3 cm. Interlignes: 2.2 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Ce portique médian tout entier, ses colonnes, son entablement et sa toiture ont été faits et offerts par Malkou, fils de Oga, fils de Ouahbai, fils de Bêlhazai, de la tribu es Benê Maziyân, à Baalshamîn et à Dourahloun, dieux bons et rémunérateurs, pour son salut et le salut de ses fils et de son (ou ses) frère(s), au mois de Eloul de l'an 401 (septembre 90).&quot; L'architrave a été trouvée le 3 octobre 1954 dans un amoncellement de blocs de remploi formant massif le long du tronçon du péribole est, entre les colonnades T 2 et C 4.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,90,90,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 21-22, pl. III, n°7, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69533,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire tendre et poreux. H. des lettres: 2.5-3 cm. Interlignes: 1.5 cm.L'inscription est la suivante: &quot;Au mois de Kanoun de l'an 335 (novembre), Attai et Shebhai, filles de Shahra, et Atta, fille de Perdes, ont offert ces deux colonnes à Baalshamîn, dieu bon, pour leur salut et le salut de leurs fils et de leurs frères.&quot; Le tambour a été trouvé le 13 octobre 1955, remployé dans le mur tardif M 3 de la grande cour.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 24-25, pl. IV, n°10, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69534,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console murale à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire blanc dur, avec une corniche moulurée (portique C 5). Le corps est divisé en deux registres. Dimensions max.: 41.5x56x80 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Yarhai, fils de Ogeilou, fils de Hairan, (fils de) Fouhai, que lui a élevée Zabda, fils de Barîkai, fils de Shimeôn, fils de Baroukai, parce qu'il lui a été agréable, en son honneur, au mois de Tebet de l'an 449 (janvier 138).&quot; La console a été trouvée le 22 septembre 1954, remployée dans un mur tardif dans le 3e entrecolonnement à partir de l'angle ouest.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,138,138,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 60, pl. XIII, n°46, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69535,"[t]Palmyre/[i]Tadmor[/i] , sanctuaire de Baalshamîn. Tambour supérieure de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur. L'inscription est dans un rectangle piqueté plus finement de 26x13.5 cm. Les lettres étaient peintes en rouge. H. des lettres: 2.5-3 cm. Interlignes: 1.7 cm. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Ouahbai, fils de Oga, fils de Ouahbai.&quot; Le tambour a été trouvé le 21 septembre 1954, remployé dans l'angle est du mur du [i]diakonikon[/i] élevé avec les deux autres absides en avant du [i]pronaos[/i].",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 20-21, pl. III, n°6, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69545,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour supérieure de colonne[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (portique C 1). L'inscription est dans un rectangle piqueté plus finement, les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Alaisha, fils de Lishamsh, fils de Zabdibêl.&quot; Le tambour a été trouvé le 18 septembre 1955, tombé sur place devant la 10e ou 11e colonne à partir de l'angle ouest.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,Inv. Fouille 132; Inscr. 5B,Photographie,"Paul Collart, UNIL-ASA",1954-1956,34.553264,38.269978,,Site
IAS-COL-69546,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire dur (cf. IAS-COL-69502, 69527 et 69769). H.: 216 cm. D.: 73.6 cm. Elle porte une cartouche inscrite de 52x28 cm, ornée d'anses de 7.0x9.6 cm. H. des lettres: 3 cm. Interlignes: 1,6 cm. L'inscription est la suivante: &quot;Ces quatre colonnes, le couronnement (?) et l'entablement de l'enceinte (mur de fond?), leur entablement et leur toiture intérieurs ont été faits par Hairan et Yamla, son frère, les fils de Taima, fils de Yamla, à Baalshamîn et Dourahloun, pour leur salut et le salut de leurs fils.&quot; Elle a été trouvée auprès de la base de la 3e colonne (portique S 2); la colonne a été remontée entretemps.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 30-31, pl. VI, n°19, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69547,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc avec une corniche moulurée très délitée (cf. IAS-COL-69504). Le corps de la console est structuré en deux registres. Dimensions: 46x43.6x72 cm. Tenon: 40x16.5x16.5 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été tracées en peinture rouge. L'inscription est la suivante: &quot;Au mois de … de l'an 5.., cette statue est celle de Zabba, fils de Maqqaia, fils de Bôlhazai, fils de …, fils de Maqqaia, qui lui ont élevée les cavaliers de l'aile de Gamla et de Ana, parce qu'il leur a été agréable, en son honneur.&quot; 
La console a été trouvée encastrée dans le mur sud des structures byzantines devant le [i]pronaos[/i], le 9 septembre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Bas-Empire,414,414,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 65, pl. XIV, n°51, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69548,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire tendre, poreux (grande cour). H.: 116 cm. D.: 69 cm. Une inscription se trouve à 8.5 cm du bord supérieur. H. des lettres: 2.5-3 cm. Interlignes: 1.5 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Au mois de Kanoun de l'an 335 (novembre 23), Attai et Shebhai, filles de Shahra, et Atta, fille de Perdesh, ont offert ces deux colonnes à Baalshamîn, dieu bon, pour leur salut et le salut de leurs fils et de leur frères.&quot; Le tambour a été trouvé le 13 octobre 1955, remployé dans le mur tardif M3.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,23,23,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 24-25, pl. IV, n°10, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69549,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (cf. IAS-COL-69529). Un rectangle, portant l'inscription, est plus finement piqueté. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Yarhai, fils de Lishamsh, fils de Raai.&quot; ",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,Inv. Fouille 132; Inscr. 5B,Photographie,"Paul Collart, UNIL-ASA",1954-1956,34.553264,38.269978,,Site
IAS-COL-69550,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t]. [b]REFERENCE???[/b]
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (portique C 1). L'inscription est dans un rectangle piqueté plus finement, les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Alaisha, fils de Lishamsh, fils de Zabdibêl.&quot; Le tambour a été trouvé le 18 septembre 1955, tombé sur place devant la 10e ou 11e colonne à partir de l'angle ouest.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, n°5 B, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, UNIL-ASA",1954-1956,34.553264,38.269978,,Site
IAS-COL-69551,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Colonne de façade[/t].
[nl] [-x-]
[nl] (Photo en noir et blanc)
[nl] Avec un graffite sur le fût inférieur, à 48.5 cm du bas du tambour, et à 84 cm au dessus- du tore (temple). H. des lettres: 4-4.5 cm; interlignes: 1.5-2 cm. L. de l'inscription: 37 cm. En dessus de cette inscription se trouve une autre, plus petite, probablement une première tentative de cette inscription, qui est la suivante: &quot;Que soit commémoré Severus.&quot; L'inscription, dégagée lors des nettoyages effectués par M. Ecochard en 1935, se trouve sur la 2e colonne de façade à partir du sud.",IMMOBILIER,Elément architectonique,Colonne,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 84, pl. XIX, n°78, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69552,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autel de la salle de banquets (juin 73)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur ; base et corniche moulurées ; face supérieure plane, bordée de part et d'autre d'une volute ionique brisée à droite, conservée à gauche avec sa palmette et, sur le côté un tore resserré en son milieu par une guirlande avec noeud d'Héraclès. Dimensions: 58x129x54.5 cm. Largeur du pilier sans les moulures: 38.7 cm. Hauteur: 55.3 cm. Inscription au sommet du pilier, sous la corniche. Hauteur des lettres: 1.5 cm. Interligne: 1 cm. L'inscription en palmyrénien est la suivante: &quot;Ces autels ont été offerts par Malkou et Raaiel, les fils de Gadda, fils de Taimai, des Benê Maziyân, au dieu Baalshamîn, afin qu'ils soient, ces autels, à la grande porte, lieu qui existera; au mois de Siouan de l'an 384 (juin 73).&quot; L'autel a été trouvé le 8 septembre 1954, [i]in situ[/i], dressé sur une base moulurée adossée au mur ouest de la salle de banquets, devant l'extrémité ouest de la longue banquette inscrite.",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,73,73,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°3 et n°4, et pl. LVIII, n°5, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
