,accession_credit_line,creator,culture,culture_area,curatorial_section,date_made,date_made_early,date_made_late,description,emuIRN,iconography,image_url,manufacture_locationlocus,material,measurement_height,measurement_length,measurement_outside_diameter,measurement_tickness,measurement_unit,measurement_width,native_name,object_name,object_number,other_numbers,period,provenience,technique,url
2777,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic,,Egyptian,305 BCE - 30 BCE,,,Reverse: eagle,53995,Eagle,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437987.jpg""",,Silver,,,2.4,,cm,,,Coin,29-70-609,M9437,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/53995
2778,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic,,Egyptian,305 BCE- 30 BCE,,,,146918,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437971.jpg""",,Silver,,,2.4,,cm,,,Coin,29-70-611,M9439,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/146918
2779,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic,,Egyptian,305 BCE - 30 BCE,,,,226828,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437979.jpg""",,Silver,,,2.7,,cm,,,Coin,29-70-613,M9441,Ptolemaic,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/226828
2780,"Distribution from the Egypt Exploration Fund, 1914",,,,Egyptian,,,,Wrappings in square pattern.,90992,Ibis,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/292217.jpg""",,Animal Remains|Linen,,,,,,,,Mummy|Ibis,E12443,,,Egypt|Abydos,,http://www.penn.museum/collections/object/90992
2781,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",292326,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/323759.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1235,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/292326
2782,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",79568,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/323768.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1237,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/79568
2783,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",341278,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/323776.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1239,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/341278
2784,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Greek document.,22649,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186326.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16570,Muller B,,Egypt,,http://www.penn.museum/collections/object/22649
2785,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",339367,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/327165.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1630,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/339367
2786,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",344278,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/327173.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1632,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/344278
2787,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",299369,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/327181.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1634,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/299369
2788,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt; Clarence Stanley Fisher, 1924",,,,Egyptian,1292 - 1190 BC,-1293,-1189,"The inscription on the door jamb link the king, Merenptah, with the sun god. All of the hieroglyphs were originally inlaid with blue faience. the multimedia photo includes E 13560A & B.",231491,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/76512.jpg""",,Limestone|Faience,232.79,,,,cm,,,Door Frame,E13560C,,New Kingdom|Nineteenth Dynasty,Egypt|Memphis (Egypt),Inlaid,http://www.penn.museum/collections/object/231491
2789,"Received from various sources, pre-1983",,,,Egyptian,,,,"Fragment of the Book of the Dead of Herew, son of Takhabes.  The fragment contians a maximum of ten lines in two columns.  There is a vignette of a goose and the text is written in red and black ink.",287245,Book Of The Dead,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/260069.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,83-1-1D,LO-1833-1,Late Period,Egypt,,http://www.penn.museum/collections/object/287245
2790,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,,379052,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/185658.jpg""",,Papyrus|Ink,,,,,,,,Manuscript Fragments,E16305F,,,Egypt,,http://www.penn.museum/collections/object/379052
2791,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Greek document.,76526,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186043.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16580,,,Egypt,,http://www.penn.museum/collections/object/76526
2792,"Distribution from the Egypt Exploration Fund, 1901",,Roman,,Egyptian,200-299 AD,200,299,Fragment of a Greek papyrus manuscript - 2 columns of texts.  Demosthenes vs. Timocratem.,179238,Demosthenes,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/188087.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E2757,OXY-223|ES 2757,,Egypt|Oxyrhynchus,,http://www.penn.museum/collections/object/179238
2793,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",160167,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321126.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.855,32-1-291|C528,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/160167
2794,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",269024,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321134.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.857,32-1-291|C530,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/269024
2795,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",80833,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321143.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.859,32-1-291|C532,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/80833
2796,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",56039,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321150.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.861,32-1-291|C531,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/56039
2797,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,Fragment of Pehlevi documents.,86481,Letter,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186336.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16486,Muller P.2b,,Egypt,,http://www.penn.museum/collections/object/86481
2798,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Coptic document.<br />See E 16602.,299094,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/187537.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16615,Muller Box A,,Egypt,,http://www.penn.museum/collections/object/299094
2799,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,First stage in preparing lump glass for threads. Gray glass.,484629,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/201025.jpg""",,Glass,,2.5,,,cm,0.6,,Rod,E843O,ES843,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/484629
2800,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,Brown/gold,488119,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205404.jpg""",,Glass,,,,,,,,Bead,E842.12,,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488119
2801,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,"Rough, ready to be heated for rolling.",487569,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206914.jpg""",,Glass,,,,,,,,Glass,E845.16,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487569
2802,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Rod of glass flattened into strip. Black.,127461,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205103.jpg""",,Glass,,4.8,,0.4,cm,3.0,,Object,E844F,ES 844,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/127461
2803,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,First stage in preparing lump glass for threads. Brown has a slight curve.,484634,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/201030.jpg""",,Glass,,2.2,,,cm,0.7,,Rod,E843T,ES843,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/484634
2804,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,"Rough, ready to be heated for rolling.",487566,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206912.jpg""",,Glass,,,,,,,,Glass,E845.15,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487566
2805,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,,379072,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/185674.jpg""",,Papyrus,,,,,,,,Manuscript Fragment,E16305P,,,Egypt,,http://www.penn.museum/collections/object/379072
2806,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,,346319,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/185620.jpg""",,Papyrus|Ink,,,,,,,,Manuscript Fragments,E16305A,,,Egypt,,http://www.penn.museum/collections/object/346319
2807,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,"First stage in preparing lump glass for threads. Black, slight curve.",484635,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205373.jpg""",,Glass,,2.7,,,cm,0.5,,Rod,E843U,ES843,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/484635
2808,"Received from various sources, pre-1983",,,,Egyptian,,,,"Part of the Book of the Dead of Herew, son of Takhabes.  This fragment contains a maximum of 16 lines of text and parts of 2 columns.  There is a vignette of a sparrow on a mound.  The text is written in red and black ink.",248303,Book Of The Dead,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/260092.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,83-1-1C,LO-1833-1,Late Period,Egypt,,http://www.penn.museum/collections/object/248303
2809,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic,,Egyptian,305 BCE - 30 BCE,,,Obverse: head of one of the Ptolemys; Reverse: eagle facing left,141080,Ptolemy|Eagle,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/438177.jpg""",,Silver,,,2.5,,cm,,,Coin,29-70-624,M9452,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/141080
2810,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",205010,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321690.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.944,32-1-291|A145,Arcadius,Egypt|Meydum,,http://www.penn.museum/collections/object/205010
2811,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",285617,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321698.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.946,32-1-291|C716,Honorius|Arcadius,Egypt|Meydum,,http://www.penn.museum/collections/object/285617
2812,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",104253,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321706.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.948,32-1-291|C717,Arcadius|Honorius,Egypt|Meydum,,http://www.penn.museum/collections/object/104253
2813,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",9504,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321731.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.954,32-1-291|A267,Honorius,Egypt|Meydum,,http://www.penn.museum/collections/object/9504
2814,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",229921,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321723.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.952,32-1-291|A265,Honorius,Egypt|Meydum,,http://www.penn.museum/collections/object/229921
2815,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,395-408 AD,395,408,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",108036,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/321714.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.950,32-1-291|A263,Honorius,Egypt|Meydum,,http://www.penn.museum/collections/object/108036
2816,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,No original number. It comes between 1759 and 1760 in the Field Catalogue.,496718,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/301491.jpg""",,Linen|Plaster|Pigment,,,,,,,,Cartonnage,29-87-612.20,,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/496718
2817,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,No original number. It comes between 1759 and 1760 in the Field Catalogue.,496720,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/301493.jpg""",,Linen|Plaster|Pigment,,,,,,,,Cartonnage,29-87-612.22,,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/496720
2818,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Coptic document. <br />See E 16615.,316563,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186322.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16602,Muller Box A,,Egypt,,http://www.penn.museum/collections/object/316563
2819,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Coptic document.,16553,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186178.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16604,Muller Box A,,Egypt,,http://www.penn.museum/collections/object/16553
2820,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Rod of glass flattened into strip. Dark Blue.,102474,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205104.jpg""",,Glass,,2.5,,0.2,cm,1.7,,Object,E844G,ES 844,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/102474
2821,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,No original number. It comes between 1759 and 1760 in the Field Catalogue.,496700,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/301472.jpg""",,Linen|Plaster|Pigment,,,,,,,,Cartonnage,29-87-612.2,,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/496700
